Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_000913.3	1512817	1513830		plus	putative ABC transporter ATP-binding protein YdcT	ydcT	946007	protein-coding		NP_415958.1	337	b1441
NC_000913.3	1513831	1514772		plus	putative ABC transporter membrane subunit YdcU	ydcU	945976	protein-coding		NP_415959.1	313	b1442
NC_000913.3	1514762	1515556		plus	putative ABC transporter membrane subunit YdcV	ydcV	945903	protein-coding		NP_415960.1	264	b1443
NC_000913.3	1515578	1517002		plus	gamma-aminobutyraldehyde dehydrogenase	patD	945876	protein-coding		NP_415961.1	474	b1444
NC_000913.3	1517099	1517194		minus	uncharacterized protein YncL	yncL	5061503	protein-coding		YP_001165318.1	31	b4598
NC_000913.3	1517389	1517562		plus	orphan toxin OrtT	ortT	945936	protein-coding		NP_415962.2	57	b1445
NC_000913.3	1517648	1517881		plus	DUF2526 domain-containing protein YdcY	ydcY	945916	protein-coding		NP_415963.1	77	b1446
NC_000913.3	1517882	1518331		minus	putative inner membrane protein YdcZ	ydcZ	946008	protein-coding		NP_415964.1	149	b1447
NC_000913.3	1518328	1518846		minus	L-amino acid N-acyltransferase	mnaT	946010	protein-coding		NP_415965.1	172	b1448
NC_000913.3	1519027	1520064		plus	NADPH-dependent curcumin/dihydrocurcumin reductase	curA	946012	protein-coding		NP_415966.6	345	b1449
NC_000913.3	1520262	1520927		plus	DNA-binding transcriptional dual regulator McbR	mcbR	946014	protein-coding		NP_415967.2	221	b1450
NC_000913.3	1520963	1523065		minus	putative TonB-dependent outer membrane receptor	yncD	946015	protein-coding		NP_415968.1	700	b1451
NC_000913.3	1523307	1524368		plus	PQQ-like domain-containing protein YncE	yncE	946006	protein-coding		NP_415969.1	353	b1452
NC_000913.3	1524481	1525980		minus	L-asparagine transporter	ansP	946019	protein-coding		NP_415970.4	499	b1453
NC_000913.3	1526247	1526864		plus	putative glutathione S-transferase YncG	yncG	946023	protein-coding		NP_415971.1	205	b1454
NC_000913.3	1526940	1527152		plus	DUF5445 domain-containing protein YncH	yncH	946024	protein-coding		NP_415972.1	70	b1455
NC_000913.3	1527890	1529938		plus	uncharacterized gene	rhsE	946026	pseudogene				b1456
NC_000913.3	1529922	1530404		plus	uncharacterized protein YdcD	ydcD	946958	protein-coding		NP_415974.1	160	b1457
NC_000913.3	1530319	1530504		minus	protein YncO	yncO	38094957	protein-coding		YP_009518780.1	61	b4745
NC_000913.3	1530586	1531639		plus	uncharacterized gene	yncI	945121	pseudogene				b1459
NC_000913.3	1531816	1532952		plus	H repeat-associated putative transposase YdcC	ydcC	947435	protein-coding		NP_415977.1	378	b1460
NC_000913.3	1533052	1533285		plus	tautomerase PptA	pptA	945731	protein-coding		NP_415978.1	77	b1461
NC_000913.3	1533282	1533851		minus	flavin reductase-like protein YddH	yddH	946192	protein-coding		NP_415979.2	189	b1462
NC_000913.3	1534024	1534869		plus	arylamine N-acetyltransferase	nhoA	947251	protein-coding		NP_415980.1	281	b1463
NC_000913.3	1534965	1535858		minus	PF02567 family protein YddE	yddE	944782	protein-coding		NP_415981.1	297	b1464
NC_000913.3	1535937	1536617		minus	nitrate reductase Z subunit gamma	narV	946029	protein-coding		NP_415982.1	226	b1465
NC_000913.3	1536614	1537309		minus	NarW, putative private chaperone for NarZ nitrate reductase subunit	narW	946032	protein-coding		NP_415983.1	231	b1466
NC_000913.3	1537309	1538853		minus	nitrate reductase Z subunit beta	narY	946034	protein-coding		NP_415984.1	514	b1467
NC_000913.3	1538850	1542590		minus	nitrate reductase Z subunit alpha	narZ	945999	protein-coding		NP_415985.1	1246	b1468
NC_000913.3	1542672	1544060		minus	nitrate/nitrite transporter NarU	narU	945799	protein-coding		NP_415986.1	462	b1469
NC_000913.3	1544384	1544719		minus	uncharacterized gene	yddJ	945955	pseudogene				b1470
NC_000913.3	1544758	1545714		minus	leucine-rich repeat domain-containing protein YddK	yddK	947312	protein-coding		YP_009518781.1	318	b1471
NC_000913.3	1545738	1546028		minus	putative uncharacterized protein YddL	yddL	945737	protein-coding		YP_009518782.1	96	b1472
NC_000913.3	1546288	1547169		minus	amino acid exporter YddG	yddG	945942	protein-coding		NP_415990.5	293	b1473
NC_000913.3	1547401	1550448		plus	formate dehydrogenase N subunit alpha	fdnG	946035	protein-coding		NP_415991.1	1015	b1474
NC_000913.3	1550461	1551345		plus	formate dehydrogenase N subunit beta	fdnH	948794	protein-coding		NP_415992.1	294	b1475
NC_000913.3	1551338	1551991		plus	formate dehydrogenase N subunit gamma	fdnI	946038	protein-coding		NP_415993.1	217	b1476
NC_000913.3	1552398	1552682		minus	DNA-binding transcriptional regulator YddM	yddM	946040	protein-coding		NP_415994.4	94	b1477
NC_000913.3	1552828	1553838		minus	ethanol dehydrogenase/alcohol dehydrogenase	adhP	946036	protein-coding		NP_415995.4	336	b1478
NC_000913.3	1553972	1555669		minus	malate dehydrogenase (oxaloacetate-decarboxylating)	maeA	946031	protein-coding		NP_415996.2	565	b1479
NC_000913.3	1555826	1555963		minus	ribosome-associated protein Sra	sra	946030	protein-coding		NP_415997.1	45	b1480
NC_000913.3	1556065	1556280		minus	biofilm-dependent modulation protein	bdm	946041	protein-coding		NP_415998.4	71	b1481
NC_000913.3	1556625	1557056		plus	osmotically inducible peroxiredoxin OsmC	osmC	946043	protein-coding		NP_415999.1	143	b1482
NC_000913.3	1557112	1558038		minus	putative D,D-dipeptide ABC transporter ATP-binding subunit DdpF	ddpF	946020	protein-coding		NP_416000.1	308	b1483
NC_000913.3	1558031	1559017		minus	putative D,D-dipeptide ABC transporter ATP-binding subunit DdpD	ddpD	946002	protein-coding		NP_416001.1	328	b1484
NC_000913.3	1559014	1559910		minus	putative D,D-dipeptide ABC transporter membrane subunit DdpC	ddpC	946028	protein-coding		NP_416002.1	298	b1485
NC_000913.3	1559907	1560929		minus	putative D,D-dipeptide ABC transporter membrane subunit DdpB	ddpB	946044	protein-coding		NP_416003.1	340	b1486
NC_000913.3	1560931	1562481		minus	putative D,D-dipeptide ABC transporter periplasmic binding protein	ddpA	946052	protein-coding		NP_416004.1	516	b1487
NC_000913.3	1562495	1563076		minus	D-alanyl-D-alanine dipeptidase	ddpX	945532	protein-coding		NP_416005.1	193	b1488
NC_000913.3	1563334	1565733		minus	oxygen-sensing c-di-GMP phosphodiesterase DosP	dosP	945815	protein-coding		NP_416006.4	799	b1489
NC_000913.3	1565758	1567140		minus	diguanylate cyclase DosC	dosC	945835	protein-coding		NP_416007.3	460	b1490
NC_000913.3	1567178	1567219		minus	protein YddY	yddY	38094958	protein-coding		YP_009518783.1	13	b4746
NC_000913.3	1567504	1568823		minus	divisome localized glycosyl hydrolase	digH	945975	protein-coding		NP_416008.1	439	b1491
NC_000913.3	1568954	1570489		minus	L-glutamate:4-aminobutyrate antiporter	gadC	946057	protein-coding		NP_416009.1	511	b1492
NC_000913.3	1570645	1572045		minus	glutamate decarboxylase B	gadB	946058	protein-coding		NP_416010.1	466	b1493
NC_000913.3	1572407	1575202		minus	periplasmic metalloprotease	pqqL	946059	protein-coding		NP_416011.1	931	b1494
NC_000913.3	1575247	1577619		minus	putative TonB-dependent receptor YddB	yddB	945961	protein-coding		NP_416012.1	790	b1495
NC_000913.3	1577657	1579342		minus	ABC transporter family protein YddA	yddA	945945	protein-coding		NP_416013.1	561	b1496
NC_000913.3	1579545	1579667		plus	protein YneP	yneP	38094959	protein-coding		YP_009518784.1	40	b4747
NC_000913.3	1579633	1580790		minus	putative anaerobic sulfatase maturation enzyme YdeM	ydeM	945981	protein-coding		NP_416014.4	385	b1497
NC_000913.3	1580842	1582524		minus	putative sulfatase YdeN	ydeN	945957	protein-coding		NP_416015.2	560	b1498
NC_000913.3	1582926	1583687		minus	DNA-binding transcriptional dual regulator YdeO	ydeO	945922	protein-coding		NP_416016.1	253	b1499
NC_000913.3	1583762	1583959		minus	two-component system connector SafA	safA	946061	protein-coding		NP_416017.1	65	b1500
NC_000913.3	1584207	1586486		minus	putative oxidoreductase YdeP	ydeP	946055	protein-coding		NP_416018.1	759	b1501
NC_000913.3	1586820	1587734		minus	putative fimbrial adhesin protein YdeQ	ydeQ	946050	protein-coding		NP_416019.1	304	b1502
NC_000913.3	1587793	1588296		minus	putative fimbrial protein YdeR	ydeR	946049	protein-coding		NP_416020.1	167	b1503
NC_000913.3	1588309	1588839		minus	putative fimbrial protein YdeS	ydeS	946047	protein-coding		NP_416021.1	176	b1504
NC_000913.3	1588853	1590001		minus	fimbrial usher domain-containing protein YdeT	ydeT	946042	protein-coding		YP_009518785.1	382	b1505
NC_000913.3	1590334	1590536		minus	uncharacterized gene	yneL	946063	pseudogene				b1506
NC_000913.3	1590854	1592176		minus	serine/threonine-protein kinase toxin HipA	hipA	946064	protein-coding		NP_416024.1	440	b1507
NC_000913.3	1592176	1592442		minus	antitoxin/DNA-binding transcriptional repressor HipB	hipB	946065	protein-coding		NP_416025.1	88	b1508
NC_000913.3	1592665	1598086		minus	uncharacterized gene	yneO	7751623	pseudogene				b4696
NC_000913.3	1598617	1600209		minus	autoinducer-2 kinase	lsrK	946069	protein-coding		NP_416028.3	530	b1511
NC_000913.3	1600288	1601241		minus	DNA-binding transcriptional repressor LsrR	lsrR	946070	protein-coding		NP_416029.1	317	b1512
NC_000913.3	1601490	1603025		plus	Autoinducer-2 ABC transporter ATP binding subunit	lsrA	945680	protein-coding		NP_416030.1	511	b1513
NC_000913.3	1603019	1604047		plus	Autoinducer-2 ABC transporter membrane subunit LsrC	lsrC	946105	protein-coding		NP_416031.1	342	b1514
NC_000913.3	1604047	1605039		plus	Autoinducer-2 ABC transporter membrane subunit LsrD	lsrD	946264	protein-coding		NP_416032.1	330	b1515
NC_000913.3	1605051	1606073		plus	Autoinducer-2 ABC transporter periplasmic binding protein	lsrB	945418	protein-coding		NP_416033.1	340	b1516
NC_000913.3	1606100	1606975		plus	3-hydroxy-2,4-pentadione 5-phosphate thiolase	lsrF	946071	protein-coding		NP_416034.1	291	b1517
NC_000913.3	1606999	1607289		plus	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase	lsrG	946073	protein-coding		NP_416035.1	96	b1518
NC_000913.3	1607346	1608104		plus	trans-aconitate 2-methyltransferase	tam	946074	protein-coding		NP_416036.1	252	b1519
NC_000913.3	1608108	1609022		minus	PF01062 family inner membrane protein YneE	yneE	946188	protein-coding		NP_416037.2	304	b1520
NC_000913.3	1609229	1610680		minus	tagaturonate reductase	uxaB	945542	protein-coding		YP_025302.1	483	b1521
NC_000913.3	1610907	1611854		minus	putative diguanylate cyclase DgcF	dgcF	947422	protein-coding		NP_416039.1	315	b1522
NC_000913.3	1611966	1612325		minus	DUF4186 domain-containing protein YneG	yneG	946171	protein-coding		NP_416040.1	119	b1523
NC_000913.3	1612325	1613251		minus	glutaminase 2	glsB	944973	protein-coding		NP_416041.1	308	b1524
NC_000913.3	1613315	1614703		minus	succinate semialdehyde dehydrogenase (NAD(P)(+)) Sad	sad	947440	protein-coding		NP_416042.2	462	b1525
NC_000913.3	1614804	1615685		plus	putative DNA-binding transcriptional regulator YneJ	yneJ	946079	protein-coding		NP_416043.1	293	b1526
NC_000913.3	1615763	1616878		plus	protein YneK	yneK	946080	protein-coding		NP_416044.1	371	b1527
NC_000913.3	1617028	1618218		plus	L-arabinose exporter	ydeA	947218	protein-coding		NP_416045.1	396	b1528
NC_000913.3	1618243	1618908		minus	inner membrane protein MarC	marC	947132	protein-coding		NP_416046.1	221	b1529
NC_000913.3	1619120	1619554		plus	DNA-binding transcriptional repressor MarR	marR	945825	protein-coding		NP_416047.4	144	b1530
NC_000913.3	1619574	1619957		plus	DNA-binding transcriptional dual regulator MarA	marA	947613	protein-coding		NP_416048.2	127	b1531
NC_000913.3	1619989	1620207		plus	multiple antibiotic resistance protein MarB	marB	946184	protein-coding		NP_416049.1	72	b1532
NC_000913.3	1620238	1621137		minus	cysteine/O-acetylserine exporter EamA	eamA	946081	protein-coding		NP_416050.4	299	b1533
NC_000913.3	1621332	1622519		plus	dipeptide exporter	ydeE	946083	protein-coding		NP_416051.1	395	b1534
NC_000913.3	1622646	1622741		plus	small protein MgtS	mgtS	5061497	protein-coding		YP_001165319.1	31	b4599
NC_000913.3	1622741	1622845		plus	protein MgtT	mgtT	63925636	protein-coding		YP_010051185.1	34	b4775
NC_000913.3	1622817	1622914		minus	small regulatory RNA MgrR	mgrR	8764967	ncRNA				b4698
NC_000913.3	1622960	1623850		minus	diguanylate cyclase DgcZ	dgcZ	946075	protein-coding		NP_416052.1	296	b1535
NC_000913.3	1624105	1624497		minus	BOF family protein YdeI	ydeI	946068	protein-coding		NP_416054.1	130	b1536
NC_000913.3	1624773	1625291		plus	PF02464 family protein YdeJ	ydeJ	946067	protein-coding		NP_416055.1	172	b1537
NC_000913.3	1625335	1627380		minus	peptidyl-dipeptidase Dcp	dcp	946084	protein-coding		NP_416056.1	681	b1538
NC_000913.3	1627517	1628263		plus	3-hydroxy acid dehydrogenase YdfG	ydfG	946085	protein-coding		NP_416057.1	248	b1539
NC_000913.3	1628352	1629038		plus	DNA-binding transcriptional repressor RspR	rspR	946087	protein-coding		NP_416058.1	228	b1540
NC_000913.3	1629215	1629418		plus	putative selenoprotein YdfZ	ydfZ	948796	protein-coding		NP_416059.1	67	b1541
NC_000913.3	1629453	1630913		minus	putative oxidoreductase YdfI	ydfI	945861	protein-coding		NP_416060.1	486	b1542
NC_000913.3	1631002	1632285		minus	putative transporter YdfJ	ydfJ	38094960	protein-coding		YP_009518786.1	427	b1543
NC_000913.3	1632890	1633003		plus	protein YnfT	ynfT	38094961	protein-coding		YP_009518787.1	37	b4748
NC_000913.3	1633072	1633305		plus	cold shock protein YdfK	ydfK	947451	protein-coding		NP_416062.2	77	b1544
NC_000913.3	1633622	1634212		plus	putative recombinase PinQ	pinQ	946088	protein-coding		NP_416063.1	196	b1545
NC_000913.3	1634310	1634885		minus	putative tail fiber assembly protein TfaQ	tfaQ	946060	protein-coding		NP_416064.1	191	b1546
NC_000913.3	1634885	1635847		minus	putative prophage side tail fiber protein StfQ	stfQ	946098	protein-coding		NP_416065.1	320	b1547
NC_000913.3	1635798	1636367		minus	putative prophage DNA-packaging protein NohA	nohA	946021	protein-coding		YP_009518788.1	189	b1548
NC_000913.3	1636756	1636989		plus	DUF3950 domain-containing protein YnfO	ynfO	1450267	protein-coding		YP_588454.1	77	b4533
NC_000913.3	1637047	1637457		plus	DUF1398 domain-containing protein YdfO	ydfO	945992	protein-coding		NP_416067.2	136	b1549
NC_000913.3	1637609	1637782		minus	protein GnsB	gnsB	946054	protein-coding		NP_416068.2	57	b1550
NC_000913.3	1637954	1638109		minus	protein YnfN	ynfN	946097	protein-coding		NP_416069.2	51	b1551
NC_000913.3	1638188	1638253		minus	protein YnfR	ynfR	38094962	protein-coding		YP_009518789.1	21	b4749
NC_000913.3	1638256	1638444		minus	protein YnfQ	ynfQ	38094963	protein-coding		YP_009518790.1	62	b4724
NC_000913.3	1638455	1638667		minus	cold shock-like protein CspI	cspI	946099	protein-coding		NP_416070.1	70	b1552
NC_000913.3	1639030	1639527		minus	DUF2514 domain-containing protein RzpQ	rzpQ	946101	protein-coding		NP_416071.1	165	b1553
NC_000913.3	1639080	1639334		minus	putative lipoprotein RzoQ	rzoQ	7751615	protein-coding		YP_002791241.1	84	b4689
NC_000913.3	1639524	1640057		minus	putative lysozyme	rrrQ	946100	protein-coding		NP_416072.1	177	b1554
NC_000913.3	1640054	1640365		minus	protein YdfR	ydfR	946095	protein-coding		NP_416073.1	103	b1555
NC_000913.3	1640370	1640585		minus	putative prophage lysis protein EssQ	essQ	946093	protein-coding		NP_416074.4	71	b1556
NC_000913.3	1640805	1640975		plus	putative zinc-binding protein YnfU	ynfU	63925637	protein-coding		YP_010051186.1	56	b4776
NC_000913.3	1641339	1641554		minus	cold shock-like protein CspB	cspB	946091	protein-coding		NP_416075.1	71	b1557
NC_000913.3	1641855	1642067		plus	cold shock-like protein CspF	cspF	946090	protein-coding		NP_416076.1	70	b1558
NC_000913.3	1642122	1642211		plus	protein YnfS	ynfS	38094964	protein-coding		YP_009518791.1	29	b4750
NC_000913.3	1642489	1643241		minus	putative antitermination protein Q	ydfT	946103	protein-coding		NP_416077.4	250	b1559
NC_000913.3	1643255	1644304		minus	protein YdfU	ydfU	946108	protein-coding		NP_416078.4	349	b1560
NC_000913.3	1644651	1644902		minus	protein Rem	rem	946109	protein-coding		NP_416079.1	83	b1561
NC_000913.3	1645119	1645274		minus	toxic protein HokD	hokD	948616	protein-coding		NP_416080.1	51	b1562
NC_000913.3	1645346	1645633		minus	mRNA interferase toxin RelE	relE	947549	protein-coding		NP_416081.1	95	b1563
NC_000913.3	1645633	1645872		minus	antitoxin/DNA-binding transcriptional repressor RelB	relB	948308	protein-coding		NP_416082.1	79	b1564
NC_000913.3	1645897	1646202		plus	protein YdfV	ydfV	948801	protein-coding		NP_416083.1	101	b1565
NC_000913.3	1646405	1646737		plus	PF14282 family protein FlxA	flxA	947392	protein-coding		NP_416084.1	110	b1566
NC_000913.3	1647174	1647323		minus	protein YdfW	ydfW	946111	protein-coding		YP_009518792.1	49	b1567
NC_000913.3	1647346	1647636		minus	protein YdfX	ydfX	946112	protein-coding		YP_009518793.1	96	b1568
NC_000913.3	1647620	1647850		minus	putative DNA-binding transcriptional regulator DicC	dicC	946120	protein-coding		NP_416087.1	76	b1569
NC_000913.3	1647934	1648341		plus	DNA-binding transcriptional dual regulator DicA	dicA	946241	protein-coding		NP_416088.1	135	b1570
NC_000913.3	1648508	1648663		plus	DUF1391 domain-containing protein YdfA	ydfA	946082	protein-coding		NP_416089.1	51	b1571
NC_000913.3	1648665	1648793		plus	uncharacterized protein YdfB	ydfB	946176	protein-coding		NP_416090.2	42	b1572
NC_000913.3	1648823	1649041		plus	uncharacterized protein YdfC	ydfC	946107	protein-coding		NP_416091.1	72	b1573
NC_000913.3	1649382	1649434		plus	small regulatory RNA DicF	dicF	946140	ncRNA				b1574
NC_000913.3	1649609	1649797		plus	cell division inhibition protein DicB	dicB	946110	protein-coding		NP_416092.1	62	b1575
NC_000913.3	1649794	1649985		plus	lysis protein	ydfD	946102	protein-coding		NP_416093.1	63	b1576
NC_000913.3	1650078	1650998		plus	uncharacterized gene	ydfE	946113	pseudogene				b1577
NC_000913.3	1650881	1651537		plus	uncharacterized gene	insD7	946118	pseudogene				b1578
NC_000913.3	1651512	1652708		plus	uncharacterized gene	intQ	946130	pseudogene				b1579
NC_000913.3	1652728	1652838		minus	protein YnfP	ynfP	4056029	protein-coding		YP_009518794.1	36	b4534
NC_000913.3	1652896	1653915		minus	putative zinc-binding dehydrogenase RspB	rspB	946127	protein-coding		NP_416097.1	339	b1580
NC_000913.3	1653927	1655141		minus	mandelate racemase/muconate lactonizing enzyme family protein RspA	rspA	946126	protein-coding		NP_416098.1	404	b1581
NC_000913.3	1655347	1655673		minus	putative transporter YnfA	ynfA	946125	protein-coding		NP_416099.1	108	b1582
NC_000913.3	1655808	1656149		plus	DUF1283 domain-containing protein YnfB	ynfB	946119	protein-coding		NP_416100.1	113	b1583
NC_000913.3	1656184	1656744		plus	spermidine N-acetyltransferase	speG	946117	protein-coding		NP_416101.1	186	b1584
NC_000913.3	1656747	1657457		minus	PF06788 family lipoprotein YnfC	ynfC	946131	protein-coding		NP_416102.2	236	b1585
