,locus,symbol,ncbi,metadata_idx,semisup_idx,iml1515_idx,precise1k_idx
1074,b1027,insE4,['NC_000913.3_cds_NP_415546.2_1005'],[],-1,-1,1017
1075,b1028,ymdE,[],[],946,-1,1018
1076,b1029,ycdU,['NC_000913.3_cds_NP_415548.1_1006'],[],947,-1,1019
1077,b1032,serX,[],[],-1,-1,-1
1078,b1033,ghrA,['NC_000913.3_cds_NP_415551.2_1007'],[],948,387,1020
1079,b1034,ycdX,['NC_000913.3_cds_NP_415552.1_1008'],[],949,-1,1021
1080,b1035,ycdY,['NC_000913.3_cds_NP_415553.1_1009'],[],950,-1,1022
1081,b1036,ycdZ,['NC_000913.3_cds_NP_415554.4_1010'],[],951,-1,1023
1082,b1037,csgG,['NC_000913.3_cds_NP_415555.1_1011'],[],952,-1,1024
1083,b1038,csgF,['NC_000913.3_cds_NP_415556.1_1012'],[],953,-1,1025
1084,b1039,csgE,['NC_000913.3_cds_NP_415557.1_1013'],[],954,-1,1026
1085,b1040,csgD,['NC_000913.3_cds_NP_415558.1_1014'],[],955,-1,1027
1086,b1041,csgB,['NC_000913.3_cds_NP_415559.1_1015'],[],956,-1,1028
1087,b1042,csgA,['NC_000913.3_cds_NP_415560.1_1016'],[],957,-1,1029
1088,b1043,csgC,['NC_000913.3_cds_NP_415561.1_1017'],[],958,-1,1030
1089,b1044,ymdA,['NC_000913.3_cds_NP_415562.1_1018'],[],959,-1,1031
1090,b1045,ymdB,['NC_000913.3_cds_NP_415563.1_1019'],[],960,-1,1032
1091,b1046,clsC,['NC_000913.3_cds_NP_415564.2_1020'],[],961,-1,1033
1092,b1047,opgC,['NC_000913.3_cds_NP_415565.1_1021'],[],962,-1,1034
1093,b1048,opgG,['NC_000913.3_cds_NP_415566.1_1022'],[],963,-1,1035
1094,b1049,opgH,['NC_000913.3_cds_NP_415567.1_1023'],[],964,-1,1036
1095,b1050,yceK,['NC_000913.3_cds_NP_415568.1_1024'],[],965,-1,1037
1096,b1051,msyB,['NC_000913.3_cds_NP_415569.4_1025'],[],966,-1,1038
1097,b1053,mdtG,['NC_000913.3_cds_NP_415571.1_1026'],[],967,-1,1039
1098,b1054,lpxL,['NC_000913.3_cds_NP_415572.1_1027'],[],968,388,1040
1099,b1055,trhO,['NC_000913.3_cds_NP_415573.1_1028'],[],969,-1,1041
1100,b1056,yceI,['NC_000913.3_cds_NP_415574.1_1029'],[],970,-1,1042
1101,b1057,yceJ,['NC_000913.3_cds_NP_415575.1_1030'],[],971,-1,1043
1102,b1058,yceO,['NC_000913.3_cds_NP_415576.1_1031'],[],972,-1,1044
1103,b1059,solA,['NC_000913.3_cds_NP_415577.1_1032'],[],973,389,1045
1104,b1060,bssS,['NC_000913.3_cds_NP_415578.3_1033'],[],974,-1,1046
1105,b1061,dinI,['NC_000913.3_cds_NP_415579.1_1034'],[],975,-1,1047
1106,b1062,pyrC,['NC_000913.3_cds_NP_415580.1_1035'],[],976,390,1048
1107,b1063,yceB,['NC_000913.3_cds_NP_415581.1_1036'],[],977,-1,1049
1108,b1064,grxB,['NC_000913.3_cds_NP_415582.1_1037'],[],978,391,1050
1109,b1065,mdtH,['NC_000913.3_cds_NP_415583.4_1038'],[],-1,-1,1051
1110,b1066,rimJ,['NC_000913.3_cds_NP_415584.1_1039'],[],979,-1,1052
1111,b1067,yceH,['NC_000913.3_cds_NP_415585.1_1040'],[],980,-1,1053
1112,b1068,yceM,['NC_000913.3_cds_NP_415586.1_1041'],[],981,-1,1054
1113,b1069,murJ,['NC_000913.3_cds_NP_415587.1_1042'],[],982,392,1055
1114,b1070,flgN,['NC_000913.3_cds_NP_415588.1_1043'],[],983,-1,1056
1115,b1071,flgM,['NC_000913.3_cds_NP_415589.1_1044'],[],984,-1,1057
1116,b1072,flgA,['NC_000913.3_cds_NP_415590.1_1045'],[],985,-1,1058
1117,b1073,flgB,['NC_000913.3_cds_NP_415591.1_1046'],[],986,-1,1059
1118,b1074,flgC,['NC_000913.3_cds_NP_415592.1_1047'],[],987,-1,1060
1119,b1075,flgD,['NC_000913.3_cds_NP_415593.1_1048'],[],988,-1,1061
1120,b1076,flgE,['NC_000913.3_cds_NP_415594.1_1049'],[],989,-1,1062
1121,b1077,flgF,['NC_000913.3_cds_NP_415595.1_1050'],[],990,-1,1063
1122,b1078,flgG,['NC_000913.3_cds_NP_415596.1_1051'],[],991,-1,1064
1123,b1079,flgH,['NC_000913.3_cds_NP_415597.1_1052'],[],992,-1,1065
1124,b1080,flgI,['NC_000913.3_cds_NP_415598.3_1053'],[],993,-1,1066
1125,b1081,flgJ,['NC_000913.3_cds_NP_415599.1_1054'],[],994,-1,1067
1126,b1082,flgK,['NC_000913.3_cds_NP_415600.1_1055'],[],995,-1,1068
1127,b1083,flgL,['NC_000913.3_cds_NP_415601.1_1056'],[],996,-1,1069
1128,b4826,flgO,[],[],-1,-1,-1
1129,b1084,rne,['NC_000913.3_cds_NP_415602.1_1057'],[],997,-1,1070
1130,b1085,yceQ,['NC_000913.3_cds_NP_415603.2_1058'],[],998,-1,1071
1131,b1086,rluC,['NC_000913.3_cds_NP_415604.1_1059'],[],999,-1,1072
1132,b1087,yceF,['NC_000913.3_cds_NP_415605.2_1060'],[],1000,-1,1073
1133,b4418,sraB,[],[],-1,-1,-1
1134,b1088,yceD,['NC_000913.3_cds_NP_415606.1_1061'],[],1001,-1,1074
1135,b1089,rpmF,['NC_000913.3_cds_NP_415607.1_1062'],[],1002,-1,1075
1136,b1090,plsX,['NC_000913.3_cds_NP_415608.2_1063'],[],1003,393,1076
1137,b1091,fabH,['NC_000913.3_cds_NP_415609.1_1064'],[],1004,394,1077
1138,b1092,fabD,['NC_000913.3_cds_NP_415610.1_1065'],[],1005,395,1078
1139,b1093,fabG,['NC_000913.3_cds_NP_415611.1_1066'],[],-1,396,1079
1140,b1094,acpP,['NC_000913.3_cds_NP_415612.1_1067'],[],1006,397,1080
1141,b1095,fabF,['NC_000913.3_cds_NP_415613.1_1068'],[],1007,398,1081
1142,b1096,pabC,['NC_000913.3_cds_NP_415614.1_1069'],[],1008,399,1082
1143,b1097,mltG,['NC_000913.3_cds_NP_415615.1_1070'],[],1009,400,1083
1144,b1098,tmk,['NC_000913.3_cds_NP_415616.1_1071'],[],1010,401,1084
1145,b1099,holB,['NC_000913.3_cds_NP_415617.1_1072'],[],1011,-1,1085
1146,b1100,ycfH,['NC_000913.3_cds_NP_415618.1_1073'],[],1012,-1,1086
1147,b1101,ptsG,['NC_000913.3_cds_NP_415619.1_1074'],[],1013,402,1087
1148,b1102,fhuE,['NC_000913.3_cds_NP_415620.1_1075'],[],1014,403,1088
1149,b1103,hinT,['NC_000913.3_cds_NP_415621.3_1076'],[],1015,404,1089
1150,b1104,ycfL,['NC_000913.3_cds_NP_415622.1_1077'],[],1016,-1,1090
1151,b1105,lpoB,['NC_000913.3_cds_NP_415623.1_1078'],[],1017,-1,1091
1152,b1106,thiK,['NC_000913.3_cds_NP_415624.1_1079'],[],1018,405,1092
1153,b1107,nagZ,['NC_000913.3_cds_NP_415625.1_1080'],[],1019,406,1093
1154,b1108,ycfP,['NC_000913.3_cds_NP_415626.4_1081'],[],1020,-1,1094
1155,b1109,ndh,['NC_000913.3_cds_NP_415627.1_1082'],[],1021,407,1095
1156,b1110,ycfJ,['NC_000913.3_cds_NP_415628.1_1083'],[],1022,-1,1096
1157,b1111,comR,['NC_000913.3_cds_NP_415629.4_1084'],[],1023,-1,1097
1158,b1112,bhsA,['NC_000913.3_cds_NP_415630.1_1085'],[],1024,-1,1098
1159,b4832,bhsB,[],[],-1,-1,-1
1160,b1113,ldtC,['NC_000913.3_cds_NP_415631.1_1086'],[],1025,408,1099
1161,b1114,mfd,['NC_000913.3_cds_NP_415632.1_1087'],[],1026,-1,1100
1162,b1115,ycfT,['NC_000913.3_cds_NP_415633.1_1088'],[],1027,-1,1101
1163,b1116,lolC,['NC_000913.3_cds_NP_415634.1_1089'],[],1028,-1,1102
1164,b1117,lolD,['NC_000913.3_cds_NP_415635.4_1090'],[],1029,-1,1103
1165,b1118,lolE,['NC_000913.3_cds_NP_415636.1_1091'],[],1030,-1,1104
1166,b1119,nagK,['NC_000913.3_cds_NP_415637.1_1092'],[],1031,409,1105
1167,b1120,cobB,"['NC_000913.3_cds_NP_415638.3_1093', 'NC_000913.3_cds_YP_010051180.1_1094']",[],1032,-1,1106
1168,b1121,ycfZ,['NC_000913.3_cds_NP_415639.1_1095'],[],1033,-1,1107
1169,b1122,ymfA,['NC_000913.3_cds_NP_415640.2_1096'],[],1034,-1,1108
1170,b1123,potD,['NC_000913.3_cds_NP_415641.1_1097'],[],1035,410,1109
1171,b1124,potC,['NC_000913.3_cds_NP_415642.1_1098'],[],1036,411,1110
1172,b1125,potB,['NC_000913.3_cds_NP_415643.3_1099'],[],1037,412,1111
1173,b1126,potA,['NC_000913.3_cds_NP_415644.1_1100'],[],1038,413,1112
1174,b1127,pepT,['NC_000913.3_cds_NP_415645.1_1101'],[],1039,-1,1113
1175,b1128,roxA,['NC_000913.3_cds_NP_415646.4_1102'],[],1040,-1,1114
1176,b1129,phoQ,['NC_000913.3_cds_NP_415647.1_1103'],[],1041,-1,1115
1177,b1130,phoP,['NC_000913.3_cds_NP_415648.1_1104'],[],1042,-1,1116
1178,b1131,purB,['NC_000913.3_cds_NP_415649.1_1105'],[],1043,414,1117
1179,b1132,hflD,['NC_000913.3_cds_NP_415650.1_1106'],[],1044,-1,1118
1180,b1133,mnmA,['NC_000913.3_cds_NP_415651.4_1107'],[],1045,-1,1119
1181,b1134,nudJ,['NC_000913.3_cds_NP_415652.1_1108'],[],1046,415,1120
1182,b1135,rluE,['NC_000913.3_cds_NP_415653.4_1109'],[],1047,-1,1121
1183,b1136,icd,['NC_000913.3_cds_NP_415654.1_1110'],[],1048,416,1122
1184,b4806,C0293,[],[],-1,-1,-1
1185,b1137,ymfD,['NC_000913.3_cds_NP_415655.1_1111'],[],1049,-1,1123
1186,b1138,ymfE,['NC_000913.3_cds_NP_415656.1_1112'],[],1050,-1,1124
1187,b1139,lit,['NC_000913.3_cds_NP_415657.1_1113'],[],1051,-1,1125
1188,b1140,intE,['NC_000913.3_cds_NP_415658.1_1114'],[],1052,-1,1126
1189,b1141,xisE,['NC_000913.3_cds_NP_415659.1_1115'],[],1053,-1,1127
1190,b1142,ymfH,['NC_000913.3_cds_YP_009518763.1_1116'],[],1054,-1,1128
1191,b1143,ymfI,['NC_000913.3_cds_NP_415661.2_1117'],[],1055,-1,1129
1192,b1144,ymfJ,['NC_000913.3_cds_NP_415662.2_1118'],[],1056,-1,1130
1193,b1145,ymfK,['NC_000913.3_cds_NP_415663.1_1119'],[],1057,-1,1131
1194,b1146,ymfT,['NC_000913.3_cds_NP_415664.2_1120'],[],1058,-1,1132
1195,b1147,ymfL,['NC_000913.3_cds_NP_415665.2_1121'],[],1059,-1,1133
1196,b1148,ymfM,['NC_000913.3_cds_NP_415666.1_1122'],[],1060,-1,1134
1197,b1149,ymfN,['NC_000913.3_cds_YP_009518764.1_1123'],[],1061,-1,1135
1198,b4692,oweE,[],[],-1,-1,1136
1199,b4693,aaaE,[],[],-1,-1,1137
1200,b1150,ymfR,['NC_000913.3_cds_NP_415668.1_1124'],[],1062,-1,1138
1201,b1151,beeE,['NC_000913.3_cds_YP_009518765.1_1125'],[],1063,-1,1139
1202,b1152,jayE,[],[],1064,-1,1140
1203,b1153,ymfQ,['NC_000913.3_cds_NP_415671.1_1126'],[],1065,-1,1141
1204,b1154,ycfK,['NC_000913.3_cds_NP_415672.1_1127'],[],1066,-1,1142
1205,b1155,tfaP,['NC_000913.3_cds_NP_415673.1_1128'],[],1067,-1,1143
1206,b1156,tfaE,['NC_000913.3_cds_NP_415674.1_1129'],[],1068,-1,1144
1207,b1157,stfE,[],[],1069,-1,1145
1208,b1158,pinE,['NC_000913.3_cds_NP_415676.1_1130'],[],1070,-1,1146
1209,b1159,mcrA,['NC_000913.3_cds_NP_415677.1_1131'],[],1071,-1,1147
1210,b4519,icdC,[],[],1072,-1,1148
1211,b1160,iraM,['NC_000913.3_cds_NP_415678.1_1132'],[],1073,-1,1149
1212,b4738,ymgK,['NC_000913.3_cds_YP_009518766.1_1133'],[],-1,-1,1150
1213,b4739,ymgL,['NC_000913.3_cds_YP_009518767.1_1134'],[],-1,-1,1151
1214,b1161,ycgX,['NC_000913.3_cds_NP_415679.1_1135'],[],1074,-1,1152
1215,b1162,bluR,['NC_000913.3_cds_NP_415680.1_1136'],[],1075,-1,1153
1216,b1163,bluF,['NC_000913.3_cds_NP_415681.1_1137'],[],1076,-1,1154
1217,b1164,ycgZ,['NC_000913.3_cds_NP_415682.1_1138'],[],1077,-1,1155
1218,b1165,ymgA,['NC_000913.3_cds_NP_415683.1_1139'],[],1078,-1,1156
1219,b1166,ariR,['NC_000913.3_cds_NP_415684.1_1140'],[],1079,-1,1157
1220,b1167,ymgC,['NC_000913.3_cds_NP_415685.1_1141'],[],1080,-1,1158
1221,b1168,pdeG,['NC_000913.3_cds_NP_415686.2_1142'],[],1081,-1,1159
1222,b4520,ymgF,['NC_000913.3_cds_YP_588447.1_1143'],[],1082,-1,1160
1223,b4491,ycgH,[],[],1083,-1,1161
1224,b1171,ymgD,['NC_000913.3_cds_NP_415689.2_1144'],[],1084,-1,1162
1225,b1172,ymgG,['NC_000913.3_cds_NP_415690.5_1145'],[],1085,-1,1163
1226,b4593,ymgI,['NC_000913.3_cds_YP_001165314.1_1146'],[],-1,-1,1164
1227,b4594,ymgJ,['NC_000913.3_cds_YP_001165315.1_1147'],[],-1,-1,1165
1228,b4521,ycgI,[],[],1087,-1,1166
1229,b1174,minE,['NC_000913.3_cds_NP_415692.1_1148'],[],1088,-1,1167
1230,b1175,minD,['NC_000913.3_cds_NP_415693.1_1149'],[],1089,-1,1168
1231,b1176,minC,['NC_000913.3_cds_NP_415694.1_1150'],[],1090,-1,1169
1232,b1177,ycgJ,['NC_000913.3_cds_NP_415695.1_1151'],[],1091,-1,1170
1233,b1178,pliG,['NC_000913.3_cds_NP_415696.1_1152'],[],1092,-1,1171
1234,b4816,ymgN,['NC_000913.3_cds_YP_010283909.1_1153'],[],-1,-1,-1
1235,b1179,ycgL,['NC_000913.3_cds_NP_415697.5_1154'],[],1093,-1,1172
1236,b1180,ycgM,['NC_000913.3_cds_NP_415698.1_1155'],[],1094,-1,1173
1237,b1181,ycgN,['NC_000913.3_cds_NP_415699.5_1156'],[],1095,-1,1174
1238,b1182,hlyE,['NC_000913.3_cds_NP_415700.4_1157'],[],1096,-1,1175
1239,b1183,umuD,['NC_000913.3_cds_NP_415701.1_1158'],[],1097,-1,1176
1240,b1184,umuC,['NC_000913.3_cds_NP_415702.1_1159'],[],1098,-1,1177
1241,b1185,dsbB,['NC_000913.3_cds_NP_415703.3_1160'],[],1099,417,1178
1242,b1186,nhaB,['NC_000913.3_cds_NP_415704.1_1161'],[],1100,418,1179
1243,b1187,fadR,['NC_000913.3_cds_NP_415705.1_1162'],[],1101,-1,1180
1244,b1188,ycgB,['NC_000913.3_cds_NP_415706.1_1163'],[],1102,-1,1181
1245,b1189,dadA,['NC_000913.3_cds_NP_415707.1_1164'],[],1103,419,1182
1246,b1190,dadX,['NC_000913.3_cds_NP_415708.1_1165'],[],1104,420,1183
1247,b4740,ymgM,['NC_000913.3_cds_YP_009518768.1_1166'],[],-1,-1,1184
1248,b1191,cvrA,['NC_000913.3_cds_NP_415709.2_1167'],[],1105,-1,1185
1249,b1192,ldcA,['NC_000913.3_cds_NP_415710.1_1168'],[],1106,421,1186
1250,b1193,emtA,['NC_000913.3_cds_NP_415711.2_1169'],[],1107,422,1187
1251,b1194,ycgR,['NC_000913.3_cds_NP_415712.1_1170'],[],1108,-1,1188
1252,b1195,ymgE,['NC_000913.3_cds_NP_415713.1_1171'],[],1109,-1,1189
1253,b1196,ycgY,['NC_000913.3_cds_NP_415714.1_1172'],[],1110,-1,1190
1254,b1197,treA,['NC_000913.3_cds_NP_415715.1_1173'],[],1111,423,1191
1255,b1198,dhaM,['NC_000913.3_cds_NP_415716.4_1174'],[],1112,424,1192
1256,b1199,dhaL,['NC_000913.3_cds_NP_415717.1_1175'],[],1113,425,1193
1257,b1200,dhaK,['NC_000913.3_cds_NP_415718.6_1176'],[],1114,426,1194
1258,b1201,dhaR,['NC_000913.3_cds_NP_415719.2_1177'],[],1115,-1,1195
1259,b1202,ycgV,['NC_000913.3_cds_NP_415720.1_1178'],[],1116,-1,1196
1260,b1203,ychF,['NC_000913.3_cds_NP_415721.1_1179'],[],1117,-1,1197
1261,b1204,pth,['NC_000913.3_cds_NP_415722.1_1180'],[],1118,-1,1198
1262,b1205,ychH,['NC_000913.3_cds_NP_415723.1_1181'],[],1119,-1,1199
1263,b1206,dauA,['NC_000913.3_cds_NP_415724.2_1182'],[],1120,427,1200
1264,b1207,prs,['NC_000913.3_cds_NP_415725.1_1183'],[],-1,428,1201
1265,b1208,ispE,['NC_000913.3_cds_NP_415726.1_1184'],[],1121,429,1202
1266,b1209,lolB,['NC_000913.3_cds_NP_415727.1_1185'],[],1122,-1,1203
1267,b1210,hemA,['NC_000913.3_cds_NP_415728.1_1186'],[],1123,430,1204
1268,b1211,prfA,['NC_000913.3_cds_NP_415729.1_1187'],[],1124,-1,1205
1269,b1212,prmC,['NC_000913.3_cds_NP_415730.1_1188'],[],1125,-1,1206
1270,b1213,ychQ,['NC_000913.3_cds_NP_415731.1_1189'],[],1126,-1,1207
1271,b1214,ychA,['NC_000913.3_cds_NP_415732.1_1190'],[],1127,-1,1208
1272,b1215,kdsA,['NC_000913.3_cds_NP_415733.1_1191'],[],1128,431,1209
1273,b4419,ldrA,['NC_000913.3_cds_YP_025297.1_1192'],[],-1,-1,1210
1274,b4420,rdlA,[],[],-1,-1,-1
1275,b4421,ldrB,['NC_000913.3_cds_YP_025298.1_1193'],[],-1,-1,1211
1276,b4422,rdlB,[],[],-1,-1,-1
1277,b4423,ldrC,['NC_000913.3_cds_YP_025299.1_1194'],[],1129,-1,1212
1278,b4424,rdlC,[],[],-1,-1,-1
1279,b1216,chaA,['NC_000913.3_cds_NP_415734.1_1195'],[],1130,432,1213
1280,b1217,chaB,['NC_000913.3_cds_NP_415735.1_1196'],[],1131,-1,1214
1281,b1218,chaC,['NC_000913.3_cds_NP_415736.2_1197'],[],1132,-1,1215
1282,b1219,ychN,['NC_000913.3_cds_NP_415737.1_1198'],[],1133,-1,1216
1283,b1220,ychO,['NC_000913.3_cds_NP_415738.2_1199'],[],1134,-1,1217
1284,b1221,narL,['NC_000913.3_cds_NP_415739.1_1200'],[],1135,-1,1218
1285,b1222,narX,['NC_000913.3_cds_NP_415740.1_1201'],[],1136,-1,1219
1286,b1223,narK,['NC_000913.3_cds_NP_415741.1_1202'],[],1137,433,1220
1287,b4813,narS,[],[],-1,-1,-1
1288,b1224,narG,['NC_000913.3_cds_NP_415742.1_1203'],[],1138,434,1221
1289,b1225,narH,['NC_000913.3_cds_NP_415743.1_1204'],[],1139,435,1222
1290,b1226,narJ,['NC_000913.3_cds_NP_415744.1_1205'],[],1140,436,1223
1291,b1227,narI,['NC_000913.3_cds_NP_415745.1_1206'],[],1141,437,1224
1292,b1228,ychS,['NC_000913.3_cds_YP_009518769.1_1207'],[],-1,-1,1225
1293,b4425,rttR,[],[],-1,-1,-1
1294,b1229,tpr,['NC_000913.3_cds_NP_415747.2_1208'],[],1142,-1,1226
1295,b1230,tyrV,[],[],-1,-1,-1
1296,b1231,tyrT,[],[],-1,-1,-1
1297,b1232,purU,['NC_000913.3_cds_NP_415748.1_1209'],[],1143,438,1227
1298,b1233,ychJ,['NC_000913.3_cds_NP_415749.1_1210'],[],1144,-1,1228
1299,b1234,rssA,['NC_000913.3_cds_NP_415750.2_1211'],[],1145,-1,1229
1300,b1235,rssB,['NC_000913.3_cds_NP_415751.1_1212'],[],1146,-1,1230
1301,b1236,galU,['NC_000913.3_cds_NP_415752.1_1213'],[],1147,439,1231
1302,b1237,hns,['NC_000913.3_cds_NP_415753.1_1214'],[],1148,-1,1232
1303,b1238,tdk,['NC_000913.3_cds_NP_415754.1_1215'],[],1149,440,1233
1304,b4573,insZ,[],[],1150,-1,1234
1305,b1241,adhE,['NC_000913.3_cds_NP_415757.1_1216'],[],1151,441,1235
1306,b4771,ychT,['NC_000913.3_cds_YP_010051181.1_1217'],[],-1,-1,-1
1307,b1242,ychE,['NC_000913.3_cds_NP_415758.1_1218'],[],1152,-1,1236
1308,b4711,insH21,['NC_000913.3_cds_NP_417962.2_1219'],[],-1,-1,1237
1309,b1243,oppA,['NC_000913.3_cds_NP_415759.1_1220'],[],1153,442,1238
1310,b1244,oppB,['NC_000913.3_cds_NP_415760.1_1221'],[],1154,443,1239
1311,b1245,oppC,['NC_000913.3_cds_NP_415761.1_1222'],[],1155,444,1240
1312,b1246,oppD,['NC_000913.3_cds_YP_025300.1_1223'],[],1156,445,1241
1313,b1247,oppF,['NC_000913.3_cds_NP_415763.1_1224'],[],1157,446,1242
1314,b1248,yciU,['NC_000913.3_cds_NP_415764.4_1225'],[],1158,-1,1243
1315,b1249,clsA,['NC_000913.3_cds_NP_415765.1_1226'],[],1159,447,1244
1316,b4595,yciY,['NC_000913.3_cds_YP_001165316.1_1227'],[],-1,-1,1245
1317,b1250,kch,['NC_000913.3_cds_NP_415766.1_1228'],[],1160,448,1246
1318,b1251,yciI,['NC_000913.3_cds_NP_415767.2_1229'],[],1161,-1,1247
1319,b1252,tonB,['NC_000913.3_cds_NP_415768.1_1230'],[],1162,449,1248
1320,b1253,yciA,['NC_000913.3_cds_NP_415769.1_1231'],[],1163,-1,1249
1321,b1254,yciB,['NC_000913.3_cds_NP_415770.1_1232'],[],1164,-1,1250
1322,b1255,yciC,['NC_000913.3_cds_NP_415771.1_1233'],[],1165,-1,1251
1323,b1256,ompW,['NC_000913.3_cds_NP_415772.1_1234'],[],1166,-1,1252
1324,b1257,yciE,['NC_000913.3_cds_NP_415773.1_1235'],[],1167,-1,1253
1325,b1258,yciF,['NC_000913.3_cds_NP_415774.1_1236'],[],1168,-1,1254
1326,b1259,yciG,['NC_000913.3_cds_NP_415775.4_1237'],[],1169,-1,1255
1327,b1260,trpA,['NC_000913.3_cds_NP_415776.1_1238'],[],1170,450,1256
1328,b1261,trpB,['NC_000913.3_cds_NP_415777.1_1239'],[],1171,451,1257
1329,b1262,trpC,['NC_000913.3_cds_NP_415778.3_1240'],[],1172,452,1258
1330,b1263,trpD,['NC_000913.3_cds_NP_415779.1_1241'],[],1173,453,1259
1331,b1264,trpE,['NC_000913.3_cds_NP_415780.1_1242'],[],1174,454,1260
1332,b1265,trpL,['NC_000913.3_cds_NP_415781.1_1243'],[],-1,-1,1261
1333,b1266,rnm,['NC_000913.3_cds_NP_415782.1_1244'],[],1175,-1,1262
1334,b1267,yciO,['NC_000913.3_cds_NP_415783.6_1245'],[],1176,-1,1263
1335,b1268,yciQ,['NC_000913.3_cds_NP_415784.1_1246'],[],1177,-1,1264
1336,b1269,rluB,['NC_000913.3_cds_NP_415785.1_1247'],[],1178,-1,1265
1337,b1270,btuR,['NC_000913.3_cds_NP_415786.1_1248'],[],1179,455,1266
1338,b1271,yciK,['NC_000913.3_cds_NP_415787.1_1249'],[],1180,-1,1267
1339,b1272,sohB,['NC_000913.3_cds_NP_415788.1_1250'],[],1181,-1,1268
1340,b1273,yciN,['NC_000913.3_cds_NP_415789.1_1251'],[],1182,-1,1269
1341,b1274,topA,['NC_000913.3_cds_NP_415790.1_1252'],"[22, 23]",1183,-1,1270
1342,b1275,cysB,['NC_000913.3_cds_NP_415791.1_1253'],[],1184,-1,1271
1343,b4522,ymiA,['NC_000913.3_cds_YP_588449.3_1254'],[],-1,-1,1272
1344,b4523,yciX,['NC_000913.3_cds_YP_588450.2_1255'],[],1185,-1,1273
1345,b4741,ymiC,['NC_000913.3_cds_YP_009518771.1_1256'],[],-1,-1,1274
1346,b1276,acnA,['NC_000913.3_cds_NP_415792.1_1257'],[],1186,456,1275
1347,b1277,ribA,['NC_000913.3_cds_NP_415793.1_1258'],[],1187,457,1276
1348,b1278,pgpB,['NC_000913.3_cds_NP_415794.1_1259'],[],1188,458,1277
1349,b1279,lapA,['NC_000913.3_cds_NP_415795.1_1260'],[],1189,-1,1278
1350,b1280,lapB,['NC_000913.3_cds_NP_415796.1_1261'],[],1190,-1,1279
1351,b1281,pyrF,['NC_000913.3_cds_NP_415797.1_1262'],[],1191,459,1280
1352,b1282,yciH,['NC_000913.3_cds_NP_415798.2_1263'],[],1192,-1,1281
1353,b1283,osmB,['NC_000913.3_cds_NP_415799.1_1264'],[],1193,-1,1282
1354,b1284,yciT,['NC_000913.3_cds_NP_415800.1_1265'],[],1194,-1,1283
1355,b4596,yciZ,['NC_000913.3_cds_YP_001165317.1_1266'],[],-1,-1,1284
1356,b4772,ymiD,['NC_000913.3_cds_YP_010051182.1_1267'],[],-1,-1,-1
1357,b1285,pdeR,['NC_000913.3_cds_NP_415801.1_1268'],[],1195,460,1285
1358,b4672,ymiB,['NC_000913.3_cds_YP_002791239.1_1269'],[],-1,-1,1286
1359,b1286,rnb,['NC_000913.3_cds_NP_415802.1_1270'],[],1196,-1,1287
1360,b1287,yciW,['NC_000913.3_cds_NP_415803.2_1271'],[],-1,-1,1288
1361,b1288,fabI,['NC_000913.3_cds_NP_415804.1_1272'],[],1197,461,1289
1362,b1289,ycjD,['NC_000913.3_cds_NP_415805.1_1273'],[],1198,-1,1290
1363,b1290,sapF,['NC_000913.3_cds_NP_415806.1_1274'],[],1199,-1,1291
1364,b1291,sapD,['NC_000913.3_cds_NP_415807.1_1275'],[],1200,462,1292
1365,b1292,sapC,['NC_000913.3_cds_NP_415808.1_1276'],[],1201,-1,1293
1366,b1293,sapB,['NC_000913.3_cds_NP_415809.1_1277'],[],1202,-1,1294
1367,b1294,sapA,['NC_000913.3_cds_NP_415810.1_1278'],[],1203,-1,1295
1368,b1295,ymjA,['NC_000913.3_cds_NP_415811.1_1279'],[],1204,-1,1296
1369,b1296,puuP,['NC_000913.3_cds_NP_415812.4_1280'],[],1205,463,1297
1370,b4742,ymjE,['NC_000913.3_cds_YP_009518772.1_1281'],[],-1,-1,1298
1371,b1297,puuA,['NC_000913.3_cds_NP_415813.4_1282'],[],1206,464,1299
1372,b1298,puuD,['NC_000913.3_cds_NP_415814.4_1283'],[],1207,465,1300
1373,b1299,puuR,['NC_000913.3_cds_NP_415815.1_1284'],[],-1,-1,1301
1374,b1300,puuC,['NC_000913.3_cds_NP_415816.1_1285'],[],1208,466,1302
1375,b1301,puuB,['NC_000913.3_cds_NP_415817.1_1286'],[],1209,467,1303
1376,b1302,puuE,['NC_000913.3_cds_NP_415818.1_1287'],[],1210,468,1304
1377,b1303,pspF,['NC_000913.3_cds_NP_415819.4_1288'],[],1211,-1,1305
1378,b1304,pspA,['NC_000913.3_cds_NP_415820.1_1289'],[],1212,-1,1306
1379,b1305,pspB,['NC_000913.3_cds_NP_415821.1_1290'],[],1213,-1,1307
1380,b1306,pspC,['NC_000913.3_cds_NP_415822.1_1291'],[],1214,-1,1308
1381,b1307,pspD,['NC_000913.3_cds_NP_415823.1_1292'],[],1215,-1,1309
1382,b1308,pspE,['NC_000913.3_cds_NP_415824.1_1293'],[],1216,469,1310
1383,b1309,ycjM,['NC_000913.3_cds_NP_415825.4_1294'],[],1217,-1,1311
1384,b1310,ycjN,['NC_000913.3_cds_NP_415826.1_1295'],[],1218,-1,1312
1385,b1311,ycjO,['NC_000913.3_cds_NP_415827.1_1296'],[],1219,-1,1313
1386,b1312,ycjP,['NC_000913.3_cds_NP_415828.1_1297'],[],1220,-1,1314
